sentiment,text
positive,RT @dna: #IPL2019 #CSKvSRH: #ShaneWatson's thrilling 96 helps #ChennaiSuperKings regain top spot\n\n#CSK #SRH #IPL\n\nhttps://t.co/aGjlh2wNno
positive,RT @Robert_LWOS: Latest by @PaulPotter33\nThe First Ball of an #IPL Match \nhttps://t.co/lMfnI0sKbN via @LWOScricket #Cricket #LWOS
neutral,RT @Iamviratfc: 22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.…
neutral,IPL Points Table: மீண்டும் ’டாப்புக்கு’ சென்ற சென்னை : ஆரஞ்சு கேப்... பர்ப்பிள் கேப்.... யாருக்கு!… https://t.co/pgcJSWrU7l
positive,RT @dna: #IPL2019 #CSKvSRH: #ShaneWatson's thrilling 96 helps #ChennaiSuperKings regain top spot\n\n#CSK #SRH #IPL\n\nhttps://t.co/aGjlh2wNno
neutral,RT @galattadotcom: Watson's MASS Comeback at Chepauk | CSK v SRH Highlights in Tamil | IPL 2019\n#CSKvSRH #Watto #AnbuDen #Chepauk #CSk #IPL…
neutral,RT @MSDArmy: #ThalaDhoni And #ChinnaThala Raina \nin #IPL Playoffs\n\n2008 - Both\n2009 - Both\n2010 - Both\n2011 - Both\n2012 - Both\n2013 - Both…
positive,#IPL2019 #CSKvSRH: #ShaneWatson's thrilling 96 helps #ChennaiSuperKings regain top spot\n\n#CSK #SRH #IPL\n\nhttps://t.co/aGjlh2wNno
neutral,RT @MSDArmy: #ThalaDhoni And #ChinnaThala Raina \nin #IPL Playoffs\n\n2008 - Both\n2009 - Both\n2010 - Both\n2011 - Both\n2012 - Both\n2013 - Both…
positive,"In the final of IPL 2019, \nThe first over Watson faced was a maiden,\nThen he scored 117* (56) 🔥\n\nToday's Match Vs S… https://t.co/lJBUjQIU5c"
neutral,"RT @ZeeNewsHindi: #IPL 2019, #CSKvSRH : चेन्नई प्लेऑफ में पहुंचने वाली पहली टीम बनी, हैदराबाद को 6 विकेट से हराया\n\nhttps://t.co/OO4wvO853o…"
neutral,RT @MSDArmy: #ThalaDhoni And #ChinnaThala Raina \nin #IPL Playoffs\n\n2008 - Both\n2009 - Both\n2010 - Both\n2011 - Both\n2012 - Both\n2013 - Both…
neutral,RT @galattadotcom: Watson's MASS Comeback at Chepauk | CSK v SRH Highlights in Tamil | IPL 2019\n#CSKvSRH #Watto #AnbuDen #Chepauk #CSk #IPL…
positive,"#IPL2019 \n\nWith @ShaneRWatson33 batting that way, we couldn't do much: @BhuviOfficial \n\nMORE HERE:… https://t.co/7wvu6wlQSN"
neutral,RT @MSDArmy: #ThalaDhoni And #ChinnaThala Raina \nin #IPL Playoffs\n\n2008 - Both\n2009 - Both\n2010 - Both\n2011 - Both\n2012 - Both\n2013 - Both…
positive,#IPL2019 #IPL \n\nFirst Team Qualified for PlayOff at 2019 'CSK' 😍😍💪💪\n\n#CSK #WhistlePodu https://t.co/BOmMxo3HR9
neutral,హైదరాబాద్ పై చెన్నై విజయం\n#IPL #IPL2019 #SRHvsvsCSK #SRHvsvsCSKllivescore\nఐపిఎల్ 12వ సీజన్ లో భాగంగా చిదంబరం స్టేడి… https://t.co/Mf3tRRxCIt
neutral,Watson's MASS Comeback at Chepauk | CSK v SRH Highlights in Tamil | IPL 2019\n#CSKvSRH #Watto #AnbuDen #Chepauk #CSk… https://t.co/Fsd4BsQicW
neutral,RT @Cricketracker: Here are the funniest memes from the match. #IPL #IPL2019 #CSKvSRH \n\nhttps://t.co/8cxxNm3Yjn
neutral,"\Here are CSK Player Ratings. #IPL #IPL2019 #CSKvSRH\n\nhttps://t.co/keweWPTLPz\"""""
neutral,Here are CSK Player Ratings. #IPL #IPL2019 #CSKvSRH\n\nhttps://t.co/EyYWF5i7mU
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,Here are CSK Player Ratings. #IPL #IPL2019 #CSKvSRH\n\nhttps://t.co/kupZqpXzMf
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,RT @MSDArmy: #ThalaDhoni And #ChinnaThala Raina \nin #IPL Playoffs\n\n2008 - Both\n2009 - Both\n2010 - Both\n2011 - Both\n2012 - Both\n2013 - Both…
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
positive,Chennai Super Kings are unbeaten at the #AnbuDen in IPL 2019.\n\nLive Score: https://t.co/rsXOAPToNK\n\r#CSKvSRH… https://t.co/WWjzYcdzZd
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,22nd Apr 2013:\nWatson scored an IPL century at Chennai.\n\n23rd April 2019:\nWatson almost scored an IPL century for Chennai.\n#IPL\n-\n#GM_KaMI
neutral,Shane Watson re-scripts history; serves up with a repeat of 2018 final: https://t.co/86qFeRx9xb #IPL #IPL2019… https://t.co/I91GCiA2Tt
neutral,RT @msdaddicts: If Giving Savage Reply Is An Art Then This Man Is Picasso Of It 😎😎😎\n\n#MSDhoni #Dhoni #CSKvSRH #CSK #Yellove #YelloveAgain #…
neutral,RT @msdaddicts: If Giving Savage Reply Is An Art Then This Man Is Picasso Of It 😎😎😎\n\n#MSDhoni #Dhoni #CSKvSRH #CSK #Yellove #YelloveAgain #…
neutral,RT @msdaddicts: If Giving Savage Reply Is An Art Then This Man Is Picasso Of It 😎😎😎\n\n#MSDhoni #Dhoni #CSKvSRH #CSK #Yellove #YelloveAgain #…
neutral,If Giving Savage Reply Is An Art Then This Man Is Picasso Of It 😎😎😎\n\n#MSDhoni #Dhoni #CSKvSRH #CSK #Yellove… https://t.co/mwiEJLzWWC
neutral,Csk won😍😍\n#CSK #cskvssrh #ipl #tamil #tamilnadu #tamilyoungsters #tamiltrending  #dhoni #thaladhoni #tiktoktamil… https://t.co/W2APbCmXjt
neutral,Do you think #Rashidkhan provoking #shanewatson was the turning point of the match?\n#Watto #shanewatson… https://t.co/Gk61hlAF4i
negative,"@mohanstatsman Vijay Shankar, Yusuf pathan, Deepak Hooda could have bowled. Bhuvi 's bowlers rotation was so poor… https://t.co/gpSvpDSbap"
positive,"When other players of @SunRisers are working their asses off to get their team to the winning side, there is… https://t.co/OSuf1EVtIG"
negative,beware opponents.. when @ImRaina #Raina is back to the form who he is.. it’s dangerous and the team #CSK… https://t.co/qIiD4QK8ZQ
neutral,RT @brokencricketkn: ಯಾರಿಗೆ ಇಂದಿನ ಗೆಲುವು ? @SunRisers ಅಥವಾ @ChennaiIPL ?\n\nಇಲ್ಲಿದೆ ನೋಡಿ ನಮ್ಮ ವಿಶ್ಲೇಷಣೆ ⬇⬇\nhttps://t.co/6yLpPz4cJd\n\n#CSK #SRH…
neutral,ಯಾರಿಗೆ ಇಂದಿನ ಗೆಲುವು ? @SunRisers ಅಥವಾ @ChennaiIPL ?\n\nಇಲ್ಲಿದೆ ನೋಡಿ ನಮ್ಮ ವಿಶ್ಲೇಷಣೆ ⬇⬇\nhttps://t.co/6yLpPz4cJd\n\n#CSK… https://t.co/knZJrHqGkK
positive,He wasted 5 hrs of his life to paint this\n.\n.\n#meme #memesdaily #humor #sarcasm #funny #trending #cskvsrcb #raina… https://t.co/y9MY5QYwtB
positive,RT @MSDArmy: Most Sixes By INDIAN in #IPL\n\n#ThalaDhoni - 198* Sixes In 3105 Balls\n#Raina - 190 Sixes In 3605 Balls\n#RohitSharma - 190 Sixes…
positive,Meri zindagi me kuch thik nhi ho rha tha\nFir maine is bhai ko dekh liya 😒🤣🤣😂\n\n#Raina #IPL #Enjoy https://t.co/rADCxzYNSZ
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
positive,RT @MSDArmy: Most Sixes By INDIAN in #IPL\n\n#ThalaDhoni - 198* Sixes In 3105 Balls\n#Raina - 190 Sixes In 3605 Balls\n#RohitSharma - 190 Sixes…
positive,IPL Special video..knowledge of IPL &amp; supporting to Indian Cricket Player\nhttps://t.co/Itf20dGkCu\n\n#RCBvCSK \n#Dhoni… https://t.co/6FV7CpU8lz
positive,RT @MSDArmy: Most Sixes By INDIAN in #IPL\n\n#ThalaDhoni - 198* Sixes In 3105 Balls\n#Raina - 190 Sixes In 3605 Balls\n#RohitSharma - 190 Sixes…
positive,👉 15P RCB to 30P CSK ❤\n\n🙌 My All Paid Clients Earned Huge✌ \n\n#RCBvCSK #WhistlePodu #Yellove #ThalaDhoni #Steyn… https://t.co/3XVd3e49ZN
positive,RT @MSDArmy: Most Sixes By INDIAN in #IPL\n\n#ThalaDhoni - 198* Sixes In 3105 Balls\n#Raina - 190 Sixes In 3605 Balls\n#RohitSharma - 190 Sixes…
negative,RT @HepzDavid: A little fan of csk 😎😎😎\n#CSK #CSKvsRCB #Dhoni #raina #IPL2019 #IPLT20 #IPL #diehardfanofraina #Chennai https://t.co/0do9eJeq…
negative,A little fan of csk 😎😎😎\n#CSK #CSKvsRCB #Dhoni #raina #IPL2019 #IPLT20 #IPL #diehardfanofraina #Chennai https://t.co/0do9eJeqP3
positive,RT @MSDArmy: Most Sixes By INDIAN in #IPL\n\n#ThalaDhoni - 198* Sixes In 3105 Balls\n#Raina - 190 Sixes In 3605 Balls\n#RohitSharma - 190 Sixes…
positive,Most Sixes By INDIAN in #IPL\n\n#ThalaDhoni - 198* Sixes In 3105 Balls\n#Raina - 190 Sixes In 3605 Balls\n#RohitSharma… https://t.co/fxGcXIJqqL
neutral,#Raina Singing #MunbeVaa song...\n\nWatch Link-https://t.co/WiFZWG8RI1\n\n#EasterSunday #SundayThoughts… https://t.co/EyjxikiTeg
positive,RT @msdaddicts: Good Morning MSDians 💛💛💛\n\n#msdhoni #MSD #raina #Yellove #YelloveAgain #WhistlePodu #WhistlePoduArmy #IPL2019 #IPL #IPLT20 #…
negative,Will Dhoni play next game after suffering from an injury?\n#MSD #Dhoni #CSK #Chennai #Injury #SRH #Raina #Cricket… https://t.co/y0qp3lusRQ
neutral,#IPL2019\nIndian Premier League\n33rd Match (N) at #Hyderabad\n#SRHvsCSK\nCSK: \n\n#CSK #Yellolove #orangearmay… https://t.co/iebSZgByvb
negative,Who Will be the key Batsman for #Csk in Today's Match? *Dhoni is missing todays Match😢#CSKvSRH #VIVOIPL #SRHvCSK… https://t.co/nya1S4rsbl
positive,RT @Raina_Girl_: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 R…
positive,RT @msdaddicts: Match Day 💛💛💛\nAll The Best Mahi And CSK 👍👍👍\n\n#WhistlePodu #Yellove #SRHvCSK #msdhoni #MSD #Dhoni #CSK #raina #IPL2019 #IPL…
positive,RT @msdaddicts: Match Day 💛💛💛\nAll The Best Mahi And CSK 👍👍👍\n\n#WhistlePodu #Yellove #SRHvCSK #msdhoni #MSD #Dhoni #CSK #raina #IPL2019 #IPL…
neutral,A Year to Remember for Shami!\n\n#shami #bumrah #viratkohli #ipl #klrahul #hitman #hardikpandya #bhuvi #rishabpant… https://t.co/xldtvwrkdy
positive,RT @Raina_Girl_: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 R…
neutral,RT @brokencricketkn: ಯಾರಿಗೆ ಇಂದಿನ ಗೆಲುವು ? @SunRisers ಅಥವಾ @ChennaiIPL ?\n\nಇಲ್ಲಿದೆ ನೋಡಿ ನಮ್ಮ ವಿಶ್ಲೇಷಣೆ ⬇⬇\nhttps://t.co/IwpfOjBuJ3\n\n#CSK #SRH…
neutral,ಯಾರಿಗೆ ಇಂದಿನ ಗೆಲುವು ? @SunRisers ಅಥವಾ @ChennaiIPL ?\n\nಇಲ್ಲಿದೆ ನೋಡಿ ನಮ್ಮ ವಿಶ್ಲೇಷಣೆ ⬇⬇\nhttps://t.co/IwpfOjBuJ3\n\n#CSK… https://t.co/xNuDjDOLIn
neutral,Who you Got #SRH #CSK? \n\n#IPL #IPLT20 #IPL2k19 #Dream11Team #Dhoni #williamson #Raina
neutral,RT @PiyushGajbhiy03: @StarSportsIndia Please bring raina back.. I bet no one can perform like he did.. Atleast bring him as a extra player.…
neutral,RT @PiyushGajbhiy03: @StarSportsIndia Please bring raina back.. I bet no one can perform like he did.. Atleast bring him as a extra player.…
neutral,Whistle Podu Army!!\n\n#ipl  #ipllive #iplpointtable  #iplscore #iplmatch #dosportspredit #csk #IPL2019 #msdhoni… https://t.co/GzHG7GXgYI
positive,Match Day 💛💛💛\nAll The Best Mahi And CSK 👍👍👍\n\n#WhistlePodu #Yellove #SRHvCSK #msdhoni #MSD #Dhoni #CSK #raina… https://t.co/jLygaq2cZ6
neutral,RT @PiyushGajbhiy03: @StarSportsIndia Please bring raina back.. I bet no one can perform like he did.. Atleast bring him as a extra player.…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
positive,Mohammad Shami! has proved what is capable of!\n\n#shami #bumrah #viratkohli #ipl #klrahul #hitman #hardikpandya… https://t.co/rzeH3ZsUJv
positive,RT @Raina_Girl_: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 R…
neutral,@StarSportsIndia Please bring raina back.. I bet no one can perform like he did.. Atleast bring him as a extra play… https://t.co/4N8eorXhLn
positive,RT @Raina_Girl_: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 R…
positive,RT @Raina_Girl_: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 R…
neutral,Raina didn't selected for India squad 😢. Follow @mayirapochumeme \n#wewantrainaback #raina #sureshraina #ipl… https://t.co/3w0KpoUcXr
positive,RT @ImVimalRaina3: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802…
positive,RT @ImVimalRaina3: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802…
positive,Halfway mark of #ipl so far. But it’s all about the foreigners  dominance  like #AndreRussell #Rabada #ImranTahir… https://t.co/En0bUwV9Q1
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
negative,"RT @scarletrun: On how #Tahir ran all the way to Victoria Memorial after dismissing Russell and Lynn in the same over. Also, the secret beh…"
positive,RT @ImVimalRaina3: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
positive,RT @ImVimalRaina3: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
negative,#CWC19 no @ImRaina  in the squad ....its very sad to see the #WorldCup2019  without #raina ....hope now he will per… https://t.co/ZMtC9Rb1FP
positive,RT @ImVimalRaina3: Most Run against team in #IPL by player 🙂\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802…
positive,RT @IPL_Fact: Most Run against team in #IPL by player \n\nSuresh raina - 804 Runs ( KKR)\nSuresh Raina - 803 Runs ( MI)\nVirat Kohli - 802 Runs…
neutral,Sharon Ply #iamstrongest Moment of the Match - Turningpointevent in #IPL2019 .Match-29 #KKRvsCSK #kkr  161/8 #CSK 1… https://t.co/qOHx3JJYvH
neutral,@msdhoni \nOr \n@Russell12A \n\n#MSDhoni #Dhoni #Mahi #CSK #AndreRussell #KKR #IPL @IPL @ChennaiIPL @KKRiders
neutral,Should #Kolkata move #AndreRussell up to No. 4 on the batting order?\n\n#IPL #IPL2019 #VIVOIPL #KKR #kolkataknightriders
neutral,"#AndreRussell has been #Kolkata's saving grace this season, yet there is growing concern he's not being utilised pr… https://t.co/8ZusqYSQKu"
neutral,"With 62 runs in the death overs, #RishabhPant is ahead of such names as MS #Dhoni (55) and #AndreRussell (48), amon… https://t.co/1IfDvetKy0"
negative,Andrew Russell and his wife Jassym Lora's cozy bedroom video goes viral \n\n#AndreRussell  #IPL \n\nhttps://t.co/jcLy3EqioH
positive,Andre Russell's True reason for his current form! \n\n#ipl #andrerussell #kkr #rcb #cricket #viratkohli… https://t.co/CCI7pWsJer
neutral,Andre Russell's  Power Hitting Inspiration Chris Gayle\n\n#ipl #andrerussell #kkr #rcb #cricket #viratkohli… https://t.co/4Ye4VA0n1H
neutral,Dynamite David Warner!\n\n#ipl #davidwarner #rohitsharma #mumbaiindians #viratkohli #rcb #hardikpandya #csk #cricket… https://t.co/dM2iu0uCLo
positive,Follow @explorercricket for more such Cricket updates\n#CricketExplorer exploring Cricket across the globe 24*7!… https://t.co/nPtxs1jSqJ
